epoch,train_step_acc,train_step_loss,train_epoch_loss,val_step_acc,val_step_loss,val_epoch_loss,lr,best_epoch,best_val_acc,time_stamp,train_step,val_step,train_epoch_acc,val_epoch_acc
0,0.005917159763313609,0.06705925168370354,0.0,0.0,0.0,0.0,3.001716571358865e-05,0,0,20250707_162925,1,0,0.0,0.0
0,0.01775147928994083,0.12133143498347355,0.0,0.0,0.0,0.0,3.00686584889956e-05,0,0,20250707_162925,2,0,0.0,0.0
0,0.023668639053254437,0.18822618066911867,0.0,0.0,0.0,0.0,3.0154465231254518e-05,0,0,20250707_162925,3,0,0.0,0.0
0,0.03550295857988166,0.2428628537781845,0.0,0.0,0.0,0.0,3.027456411912148e-05,0,0,20250707_162925,4,0,0.0,0.0
0,0.047337278106508875,0.29896385712031076,0.0,0.0,0.0,0.0,3.0428924610624488e-05,0,0,20250707_162925,5,0,0.0,0.0
0,0.05325443786982249,0.35711416549231173,0.0,0.0,0.0,0.0,3.061750745083036e-05,0,0,20250707_162925,6,0,0.0,0.0
0,0.0650887573964497,0.4101679875300481,0.0,0.0,0.0,0.0,3.084026468182775e-05,0,0,20250707_162925,7,0,0.0,0.0
0,0.08284023668639054,0.4642780405529857,0.0,0.0,0.0,0.0,3.1097139654922776e-05,0,0,20250707_162925,8,0,0.0,0.0
0,0.08284023668639054,0.5378976742896808,0.0,0.0,0.0,0.0,3.138806704504571e-05,0,0,20250707_162925,9,0,0.0,0.0
0,0.08875739644970414,0.5882735224165154,0.0,0.0,0.0,0.0,3.171297286736304e-05,0,0,20250707_162925,10,0,0.0,0.0
0,0.10650887573964497,0.6351376962379591,0.0,0.0,0.0,0.0,3.20717744960928e-05,0,0,20250707_162925,11,0,0.0,0.0
0,0.11834319526627218,0.6921682442433735,0.0,0.0,0.0,0.0,3.2464380685516536e-05,0,0,20250707_162925,12,0,0.0,0.0
0,0.1301775147928994,0.7459178591620993,0.0,0.0,0.0,0.0,3.289069159318381e-05,0,0,20250707_162925,13,0,0.0,0.0
0,0.14792899408284024,0.7927568847611106,0.0,0.0,0.0,0.0,3.3350598805303e-05,0,0,20250707_162925,14,0,0.0,0.0
0,0.17159763313609466,0.8359103372111123,0.0,0.0,0.0,0.0,3.384398536431134e-05,0,0,20250707_162925,15,0,0.0,0.0
0,0.1834319526627219,0.8999378074555707,0.0,0.0,0.0,0.0,3.43707257986184e-05,0,0,20250707_162925,16,0,0.0,0.0
0,0.1834319526627219,0.9427618754685984,0.0,0.0,0.0,0.0,3.493068615451398e-05,0,0,20250707_162925,17,0,0.0,0.0
0,0.1952662721893491,0.9998714768674952,0.0,0.0,0.0,0.0,3.552372403023386e-05,0,0,20250707_162925,18,0,0.0,0.0
0,0.21893491124260356,1.0453992284966644,0.0,0.0,0.0,0.0,3.614968861217333e-05,0,0,20250707_162925,19,0,0.0,0.0
0,0.23076923076923078,1.0930003753075233,0.0,0.0,0.0,0.0,3.680842071323995e-05,0,0,20250707_162925,20,0,0.0,0.0
0,0.25443786982248523,1.1404767770033617,0.0,0.0,0.0,0.0,3.749975281333633e-05,0,0,20250707_162925,21,0,0.0,0.0
0,0.25443786982248523,1.148275932616736,0.0,0.0,0.0,0.0,3.8223509101961315e-05,0,0,20250707_162925,22,0,0.0,0.0
0,0.25443786982248523,1.148275932616736,8.820846936919473,0.25,0.3156116008758545,0.0,3.8223509101961315e-05,0,0,20250707_162925,22,1,0.25443786982248523,0.0
0,0.25443786982248523,1.148275932616736,8.820846936919473,0.3333333333333333,0.7474613587061564,0.0,3.8223509101961315e-05,0,0,20250707_162925,22,2,0.25443786982248523,0.0
0,0.25443786982248523,1.148275932616736,8.820846936919473,0.4166666666666667,1.1336698929468791,0.0,3.8223509101961315e-05,0,0,20250707_162925,22,3,0.25443786982248523,0.0
1,0.008875739644970414,0.02300565623672756,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,3.897950552292004e-05,0,0.4166666666666667,20250707_162925,23,3,0.25443786982248523,0.4166666666666667
1,0.026627218934911243,0.04746064772972694,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,3.976754982113048e-05,0,0.4166666666666667,20250707_162925,24,3,0.25443786982248523,0.4166666666666667
1,0.038461538461538464,0.06725525856018066,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,4.0587441591515277e-05,0,0.4166666666666667,20250707_162925,25,3,0.25443786982248523,0.4166666666666667
1,0.05029585798816568,0.08686643098233014,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,4.143897232996625e-05,0,0.4166666666666667,20250707_162925,26,3,0.25443786982248523,0.4166666666666667
1,0.05621301775147929,0.11839737553568282,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,4.232192548636832e-05,0,0.4166666666666667,20250707_162925,27,3,0.25443786982248523,0.4166666666666667
1,0.06804733727810651,0.14032015151526095,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,4.323607651966966e-05,0,0.4166666666666667,20250707_162925,28,3,0.25443786982248523,0.4166666666666667
1,0.07396449704142012,0.17093531478791546,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,4.4181192954984255e-05,0,0.4166666666666667,20250707_162925,29,3,0.25443786982248523,0.4166666666666667
1,0.07988165680473373,0.19386252002603205,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,4.515703444271142e-05,0,0.4166666666666667,20250707_162925,30,3,0.25443786982248523,0.4166666666666667
1,0.08579881656804733,0.21516947210187742,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,4.616335281965885e-05,0,0.4166666666666667,20250707_162925,31,3,0.25443786982248523,0.4166666666666667
1,0.09171597633136094,0.23721068991711858,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,4.719989217215185e-05,0,0.4166666666666667,20250707_162925,32,3,0.25443786982248523,0.4166666666666667
1,0.10059171597633136,0.26831904388743744,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,4.826638890111421e-05,0,0.4166666666666667,20250707_162925,33,3,0.25443786982248523,0.4166666666666667
1,0.10946745562130178,0.28915654978103184,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,4.936257178910305e-05,0,0.4166666666666667,20250707_162925,34,3,0.25443786982248523,0.4166666666666667
1,0.12130177514792899,0.31565700903446714,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,5.048816206928145e-05,0,0.4166666666666667,20250707_162925,35,3,0.25443786982248523,0.4166666666666667
1,0.1301775147928994,0.3407200299776517,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,5.1642873496310566e-05,0,0.4166666666666667,20250707_162925,36,3,0.25443786982248523,0.4166666666666667
1,0.1390532544378698,0.3629550016843356,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,5.282641241914399e-05,0,0.4166666666666667,20250707_162925,37,3,0.25443786982248523,0.4166666666666667
1,0.15680473372781065,0.38052947845684704,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,5.403847785570505e-05,0,0.4166666666666667,20250707_162925,38,3,0.25443786982248523,0.4166666666666667
1,0.16568047337278108,0.40797486248806386,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,5.527876156942891e-05,0,0.4166666666666667,20250707_162925,39,3,0.25443786982248523,0.4166666666666667
1,0.17159763313609466,0.43926183570771526,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,5.654694814764889e-05,0,0.4166666666666667,20250707_162925,40,3,0.25443786982248523,0.4166666666666667
1,0.17751479289940827,0.46154548853812133,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,5.784271508180825e-05,0,0.4166666666666667,20250707_162925,41,3,0.25443786982248523,0.4166666666666667
1,0.1863905325443787,0.482750710651014,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,5.916573284947633e-05,0,0.4166666666666667,20250707_162925,42,3,0.25443786982248523,0.4166666666666667
1,0.1952662721893491,0.5031591068358111,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,6.0515664998148344e-05,0,0.4166666666666667,20250707_162925,43,3,0.25443786982248523,0.4166666666666667
1,0.19822485207100593,0.5048184927398637,8.820846936919473,0.4166666666666667,1.1336698929468791,9.069359143575033,6.189216823080764e-05,0,0.4166666666666667,20250707_162925,44,3,0.25443786982248523,0.4166666666666667
1,0.19822485207100593,0.5048184927398637,7.755847752094269,0.125,0.13682607809702554,9.069359143575033,6.189216823080764e-05,0,0.4166666666666667,20250707_162925,44,4,0.39644970414201186,0.4166666666666667
1,0.19822485207100593,0.5048184927398637,7.755847752094269,0.16666666666666666,0.3394935528437297,9.069359143575033,6.189216823080764e-05,0,0.4166666666666667,20250707_162925,44,5,0.39644970414201186,0.4166666666666667
1,0.19822485207100593,0.5048184927398637,7.755847752094269,0.20833333333333334,0.544847329457601,9.069359143575033,6.189216823080764e-05,0,0.4166666666666667,20250707_162925,44,6,0.39644970414201186,0.4166666666666667
2,0.005917159763313609,0.013425211934648322,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,6.329489249322826e-05,0,0.4166666666666667,20250707_162925,45,6,0.39644970414201186,0.4166666666666667
2,0.009861932938856016,0.02997466092984352,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,6.472348106299647e-05,0,0.4166666666666667,20250707_162925,46,6,0.39644970414201186,0.4166666666666667
2,0.01972386587771203,0.0440299233506182,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,6.61775706402274e-05,0,0.4166666666666667,20250707_162925,47,6,0.39644970414201186,0.4166666666666667
2,0.027613412228796843,0.05849202568009055,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,6.765679143995497e-05,0,0.4166666666666667,20250707_162925,48,6,0.39644970414201186,0.4166666666666667
2,0.03155818540433925,0.0727610926656328,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,6.91607672861705e-05,0,0.4166666666666667,20250707_162925,49,6,0.39644970414201186,0.4166666666666667
2,0.03550295857988166,0.08898060232459676,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,7.068911570748702e-05,0,0.4166666666666667,20250707_162925,50,6,0.39644970414201186,0.4166666666666667
2,0.03747534516765286,0.11444591676459981,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,7.224144803440438e-05,0,0.4166666666666667,20250707_162925,51,6,0.39644970414201186,0.4166666666666667
2,0.04930966469428008,0.12459050692044772,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,7.381736949815037e-05,0,0.4166666666666667,20250707_162925,52,6,0.39644970414201186,0.4166666666666667
2,0.055226824457593686,0.13779406575761602,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,7.541647933107347e-05,0,0.4166666666666667,20250707_162925,53,6,0.39644970414201186,0.4166666666666667
2,0.0611439842209073,0.1512826810456827,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,7.703837086856045e-05,0,0.4166666666666667,20250707_162925,54,6,0.39644970414201186,0.4166666666666667
2,0.06903353057199212,0.16769777106110162,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,7.868263165245417e-05,0,0.4166666666666667,20250707_162925,55,6,0.39644970414201186,0.4166666666666667
2,0.07692307692307693,0.18436411005505443,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,8.034884353594462e-05,0,0.4166666666666667,20250707_162925,56,6,0.39644970414201186,0.4166666666666667
2,0.08481262327416174,0.20051184020333976,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,8.203658278990624e-05,0,0.4166666666666667,20250707_162925,57,6,0.39644970414201186,0.4166666666666667
2,0.08678500986193294,0.2155130224585298,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,8.374542021065548e-05,0,0.4166666666666667,20250707_162925,58,6,0.39644970414201186,0.4166666666666667
2,0.09270216962524655,0.2305337268219897,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,8.547492122909991e-05,0,0.4166666666666667,20250707_162925,59,6,0.39644970414201186,0.4166666666666667
2,0.10256410256410256,0.24362230018751155,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,8.722464602125239e-05,0,0.4166666666666667,20250707_162925,60,6,0.39644970414201186,0.4166666666666667
2,0.11242603550295859,0.2565759135891465,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,8.89941496200812e-05,0,0.4166666666666667,20250707_162925,61,6,0.39644970414201186,0.4166666666666667
2,0.11439842209072978,0.27665205961148415,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,9.078298202866826e-05,0,0.4166666666666667,20250707_162925,62,6,0.39644970414201186,0.4166666666666667
2,0.1203155818540434,0.2906877660657292,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,9.25906883346464e-05,0,0.4166666666666667,20250707_162925,63,6,0.39644970414201186,0.4166666666666667
2,0.1242603550295858,0.31146857207108297,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,9.441680882588661e-05,0,0.4166666666666667,20250707_162925,64,6,0.39644970414201186,0.4166666666666667
2,0.13214990138067062,0.3261741660755767,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,9.626087910740634e-05,0,0.4166666666666667,20250707_162925,65,6,0.39644970414201186,0.4166666666666667
2,0.13214990138067062,0.32841315377628544,7.755847752094269,0.20833333333333334,0.544847329457601,8.717557271321615,9.812243021946798e-05,0,0.4166666666666667,20250707_162925,66,6,0.39644970414201186,0.4166666666666667
